CVE;Commit;Parent;File;Modified Lines
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;138-138
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;150-150
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;161-162
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;173-176
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;183-183
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;197-201
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;215-215
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;222-222
CVE-2017-7472;c9f838d104fe;c1644fe041ebaf6519f6809146a77c3ead9193af;security/keys/process_keys.c;257-258
CVE-2017-7477;5294b83086cc1c35b4efeca03644cf9d12282e5b;b43bd72835a5f7adef81fe53fa1fbe7b0e43df8e;drivers/net/macsec.c;620-620
CVE-2017-7477;5294b83086cc1c35b4efeca03644cf9d12282e5b;b43bd72835a5f7adef81fe53fa1fbe7b0e43df8e;drivers/net/macsec.c;632-632
CVE-2017-7477;5294b83086cc1c35b4efeca03644cf9d12282e5b;b43bd72835a5f7adef81fe53fa1fbe7b0e43df8e;drivers/net/macsec.c;652-652
CVE-2017-7477;5294b83086cc1c35b4efeca03644cf9d12282e5b;b43bd72835a5f7adef81fe53fa1fbe7b0e43df8e;drivers/net/macsec.c;726-726
CVE-2017-7477;5294b83086cc1c35b4efeca03644cf9d12282e5b;b43bd72835a5f7adef81fe53fa1fbe7b0e43df8e;drivers/net/macsec.c;735-735
CVE-2017-7477;5294b83086cc1c35b4efeca03644cf9d12282e5b;b43bd72835a5f7adef81fe53fa1fbe7b0e43df8e;drivers/net/macsec.c;920-920
CVE-2017-7477;5294b83086cc1c35b4efeca03644cf9d12282e5b;b43bd72835a5f7adef81fe53fa1fbe7b0e43df8e;drivers/net/macsec.c;930-930
CVE-2017-7477;5294b83086cc1c35b4efeca03644cf9d12282e5b;b43bd72835a5f7adef81fe53fa1fbe7b0e43df8e;drivers/net/macsec.c;939-939
CVE-2017-7477;5294b83086cc1c35b4efeca03644cf9d12282e5b;b43bd72835a5f7adef81fe53fa1fbe7b0e43df8e;drivers/net/macsec.c;2719-2719
CVE-2017-7477;4d6fa57b4dab0d77f4d8e9d9c73d1e63f6fe8fee;b7c8487cb3d99509220092fe77a2464dff43f015;drivers/net/macsec.c;2719-2719
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;220-220
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;250-250
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;257-259
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;268-268
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;275-277
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;296-296
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;310-310
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;316-318
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;390-390
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;402-402
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;410-412
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;555-555
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;581-582
CVE-2017-7482;5f2f97656ada8d811d3c1bef503ced266fcd53a0;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;589-596
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;220-220
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;250-250
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;257-259
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;268-268
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;275-277
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;296-296
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;310-310
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;316-318
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;390-390
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;402-402
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;410-412
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;555-555
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;581-582
CVE-2017-7482;5f2f97656ada;f8a894b218138888542a5058d0e902378fd0d4ec;net/rxrpc/key.c;589-596
CVE-2017-7487;ee0d8d8482345ff97a75a7d747efc309f13b0d80;9da3242e6a83b6f315aa9c394c939da8e4ad7774;net/ipx/af_ipx.c;1171-1175
CVE-2017-7495;06bd3c36a733ac27962fea7d6f47168841376824;1f60fbe7274918adb8db2f616e321890730ab7e3;fs/ext4/inode.c;687-687
CVE-2017-7495;06bd3c36a733ac27962fea7d6f47168841376824;1f60fbe7274918adb8db2f616e321890730ab7e3;fs/ext4/inode.c;1292-1300
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/include/asm/kvm_emulate.h;299-299
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/emulate.c;2745-2745
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/x86.c;5316-5316
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/x86.c;5531-5531
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/x86.c;5535-5560
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/x86.c;5570-5570
CVE-2017-7518;c8401dda2f0a;d6aa07c16941dcf438bd526a56dcf227991c5907;arch/x86/kvm/x86.c;5729-5730
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/dcache.c;280-280
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/debugfs/inode.c;769-769
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/debugfs/inode.c;784-784
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/debugfs/inode.c;789-789
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/debugfs/inode.c;793-796
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/namei.c;4365-4365
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/namei.c;4370-4370
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/namei.c;4416-4416
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/namei.c;4471-4471
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/namei.c;4478-4478
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/notify/fsnotify.c;164-164
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;fs/notify/fsnotify.c;168-173
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;include/linux/dcache.h;594-594
CVE-2017-7533;49d31c2f389acfe83417083e1208422b4091cd9e;a8e2b6367794e6cee9eecba6d5ff425f338e0754;include/linux/fsnotify.h;296-326
CVE-2017-7541;8f44c9a41386729fea410e688959ddaa9d51be7c;76b825ab870be3281edac4ae8a414da6e54b0d3a;drivers/net/wireless/broadcom/brcm80211/brcmfmac/cfg80211.c;4937-4937
CVE-2017-7542;6399f1fae4ec29fab5ec76070435555e256ca3a6;1e6c22aef28364dcc5f03c04a05ec463bc2b3431;net/ipv6/output_core.c;81-81
CVE-2017-7542;6399f1fae4ec29fab5ec76070435555e256ca3a6;1e6c22aef28364dcc5f03c04a05ec463bc2b3431;net/ipv6/output_core.c;89-89
CVE-2017-7542;6399f1fae4ec29fab5ec76070435555e256ca3a6;1e6c22aef28364dcc5f03c04a05ec463bc2b3431;net/ipv6/output_core.c;114-114
CVE-2017-7558;ee6c88bb754e;2b33bc8aa236b75d6e86a8a79126fd9739e4a5bd;net/sctp/sctp_diag.c;73-73
CVE-2017-7558;ee6c88bb754e;2b33bc8aa236b75d6e86a8a79126fd9739e4a5bd;net/sctp/sctp_diag.c;96-96
CVE-2017-7558;ee6c88bb754e;2b33bc8aa236b75d6e86a8a79126fd9739e4a5bd;net/sctp/socket.c;4541-4542
CVE-2017-7616;cf01fb9985e8deb25ccf0ea54d916b8871ae0e62;425fffd886bae3d127a08fa6a17f2e31e24ed7ff;mm/mempolicy.c;1532-1532
CVE-2017-7616;cf01fb9985e8deb25ccf0ea54d916b8871ae0e62;425fffd886bae3d127a08fa6a17f2e31e24ed7ff;mm/mempolicy.c;1541-1548
CVE-2017-7616;cf01fb9985e8deb25ccf0ea54d916b8871ae0e62;425fffd886bae3d127a08fa6a17f2e31e24ed7ff;mm/mempolicy.c;1556-1556
CVE-2017-7616;cf01fb9985e8deb25ccf0ea54d916b8871ae0e62;425fffd886bae3d127a08fa6a17f2e31e24ed7ff;mm/mempolicy.c;1565-1572
CVE-2017-7645;e6838a29ecb484c97e4efef9429643b9851fba6e;5a7ad1146caa895ad718a534399e38bd2ba721b7;fs/nfsd/nfssvc.c;750-750
CVE-2017-7645;e6838a29ecb484c97e4efef9429643b9851fba6e;5a7ad1146caa895ad718a534399e38bd2ba721b7;fs/nfsd/nfssvc.c;762-762
CVE-2017-7889;a4866aa812518ed1a37d8ea0c881dc946409de94;b9b3322f13f350587f17f0a76f008830e3a420d3;arch/x86/mm/init.c;646-650
CVE-2017-7889;a4866aa812518ed1a37d8ea0c881dc946409de94;b9b3322f13f350587f17f0a76f008830e3a420d3;arch/x86/mm/init.c;654-660
CVE-2017-7889;a4866aa812518ed1a37d8ea0c881dc946409de94;b9b3322f13f350587f17f0a76f008830e3a420d3;drivers/char/mem.c;63-63
CVE-2017-7889;a4866aa812518ed1a37d8ea0c881dc946409de94;b9b3322f13f350587f17f0a76f008830e3a420d3;drivers/char/mem.c;78-78
CVE-2017-7889;a4866aa812518ed1a37d8ea0c881dc946409de94;b9b3322f13f350587f17f0a76f008830e3a420d3;drivers/char/mem.c;125-125
CVE-2017-7889;a4866aa812518ed1a37d8ea0c881dc946409de94;b9b3322f13f350587f17f0a76f008830e3a420d3;drivers/char/mem.c;128-141
CVE-2017-7889;a4866aa812518ed1a37d8ea0c881dc946409de94;b9b3322f13f350587f17f0a76f008830e3a420d3;drivers/char/mem.c;184-207
CVE-2017-7895;13bf9fbff0e5e099e2b6f003a0ab8ae145436309;db44bac41bbfc0c0d9dd943092d8bded3c9db19b;fs/nfsd/nfs3xdr.c;372-372
CVE-2017-7895;13bf9fbff0e5e099e2b6f003a0ab8ae145436309;db44bac41bbfc0c0d9dd943092d8bded3c9db19b;fs/nfsd/nfs3xdr.c;475-475
CVE-2017-7895;13bf9fbff0e5e099e2b6f003a0ab8ae145436309;db44bac41bbfc0c0d9dd943092d8bded3c9db19b;fs/nfsd/nfsxdr.c;305-305
CVE-2017-7979;e0535ce58b92;43af390573ad5539b6087831a1197747a0e672ad;net/sched/act_api.c;532-545
CVE-2017-7979;e0535ce58b92;43af390573ad5539b6087831a1197747a0e672ad;net/sched/act_api.c;554-554
CVE-2017-7979;e0535ce58b92;43af390573ad5539b6087831a1197747a0e672ad;net/sched/act_api.c;569-569
CVE-2017-7979;e0535ce58b92;43af390573ad5539b6087831a1197747a0e672ad;net/sched/act_api.c;607-620
CVE-2017-7979;e0535ce58b92;43af390573ad5539b6087831a1197747a0e672ad;net/sched/act_api.c;635-635
CVE-2017-8061;67b0503db9c29b04eadfeede6bebbfe5ddad94ef;8c71fff434e5ecf5ff27bd61db1bc9ac4c2b2a1b;drivers/media/usb/dvb-usb/dvb-usb-firmware.c;39-48
CVE-2017-8061;67b0503db9c29b04eadfeede6bebbfe5ddad94ef;8c71fff434e5ecf5ff27bd61db1bc9ac4c2b2a1b;drivers/media/usb/dvb-usb/dvb-usb-firmware.c;64-64
CVE-2017-8061;67b0503db9c29b04eadfeede6bebbfe5ddad94ef;8c71fff434e5ecf5ff27bd61db1bc9ac4c2b2a1b;drivers/media/usb/dvb-usb/dvb-usb-firmware.c;70-71
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;71-71
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;664-664
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;668-669
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;675-678
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;682-686
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;690-697
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;704-714
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;720-720
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;847-847
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;852-857
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;1312-1324
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;1328-1354
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;1363-1382
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;1387-1403
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;1413-1429
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;1442-1443
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;1450-1457
CVE-2017-8062;606142af57dad981b78707234cfbd15f9f7b7125;5df62771c556e4ec9d7ecea1f070ff6da4bce151;drivers/media/usb/dvb-usb/dw2102.c;1461-1479
CVE-2017-8063;3f190e3aec212fc8c61e202c51400afa7384d4bc;69d3973af1acd4c0989ec8218c05f12d303cd7cf;drivers/media/usb/dvb-usb/cxusb.c;62-62
CVE-2017-8063;3f190e3aec212fc8c61e202c51400afa7384d4bc;69d3973af1acd4c0989ec8218c05f12d303cd7cf;drivers/media/usb/dvb-usb/cxusb.c;69-69
CVE-2017-8064;005145378c9ad7575a01b6ce1ba118fb427f583a;430ae1261c511efe9fc6293fbf24b1f71ea8c4ea;drivers/media/usb/dvb-usb-v2/dvb_usb_core.c;1015-1016
CVE-2017-8064;005145378c9ad7575a01b6ce1ba118fb427f583a;430ae1261c511efe9fc6293fbf24b1f71ea8c4ea;drivers/media/usb/dvb-usb-v2/dvb_usb_core.c;1026-1027
CVE-2017-8065;3b30460c5b0ed762be75a004e924ec3f8711e032;89027579bc6c2febbcc9c2f9d5069adf71539e4b;crypto/ccm.c;48-48
CVE-2017-8065;3b30460c5b0ed762be75a004e924ec3f8711e032;89027579bc6c2febbcc9c2f9d5069adf71539e4b;crypto/ccm.c;186-187
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;911-914
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;923-926
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;933-933
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;940-941
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;946-946
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;949-949
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;956-956
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;960-961
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;970-970
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;981-981
CVE-2017-8066;c919a3069c775c1c876bec55e00b2305d5125caa;9f674e48c13dcbc31ac903433727837795b81efe;drivers/net/can/usb/gs_usb.c;987-987
CVE-2017-8067;c4baad50297d84bde1a7ad45e50c73adae4a2192;f889491380582b4ba2981cf0b0d7d6a40fb30ab7;drivers/char/virtio_console.c;1139-1139
CVE-2017-8067;c4baad50297d84bde1a7ad45e50c73adae4a2192;f889491380582b4ba2981cf0b0d7d6a40fb30ab7;drivers/char/virtio_console.c;1147-1148
CVE-2017-8068;5593523f968bc86d42a035c6df47d5e0979b5ace;432d4f8ab03527958294ad5e539acaebfc4625e3;drivers/net/usb/pegasus.c;129-133
CVE-2017-8068;5593523f968bc86d42a035c6df47d5e0979b5ace;432d4f8ab03527958294ad5e539acaebfc4625e3;drivers/net/usb/pegasus.c;137-137
CVE-2017-8068;5593523f968bc86d42a035c6df47d5e0979b5ace;432d4f8ab03527958294ad5e539acaebfc4625e3;drivers/net/usb/pegasus.c;140-146
CVE-2017-8068;5593523f968bc86d42a035c6df47d5e0979b5ace;432d4f8ab03527958294ad5e539acaebfc4625e3;drivers/net/usb/pegasus.c;150-150
CVE-2017-8068;5593523f968bc86d42a035c6df47d5e0979b5ace;432d4f8ab03527958294ad5e539acaebfc4625e3;drivers/net/usb/pegasus.c;155-159
CVE-2017-8068;5593523f968bc86d42a035c6df47d5e0979b5ace;432d4f8ab03527958294ad5e539acaebfc4625e3;drivers/net/usb/pegasus.c;163-163
CVE-2017-8069;7926aff5c57b577ab0f43364ff0c59d968f6a414;5593523f968bc86d42a035c6df47d5e0979b5ace;drivers/net/usb/rtl8150.c;158-167
CVE-2017-8070;2d6a0e9de03ee658a9adc3bfb2f0ca55dff1e478;d41149145f98fe26dcd0bfd1d6cc095e6e041418;drivers/net/usb/catc.c;779-779
CVE-2017-8070;2d6a0e9de03ee658a9adc3bfb2f0ca55dff1e478;d41149145f98fe26dcd0bfd1d6cc095e6e041418;drivers/net/usb/catc.c;843-851
CVE-2017-8071;7a7b5df84b6b4e5d599c7289526eed96541a0654;877a021e08ccb6434718c0cc781fdf943c884cc0;drivers/hid/hid-cp2112.c;171-171
CVE-2017-8071;7a7b5df84b6b4e5d599c7289526eed96541a0654;877a021e08ccb6434718c0cc781fdf943c884cc0;drivers/hid/hid-cp2112.c;189-192
CVE-2017-8071;7a7b5df84b6b4e5d599c7289526eed96541a0654;877a021e08ccb6434718c0cc781fdf943c884cc0;drivers/hid/hid-cp2112.c;216-216
CVE-2017-8071;7a7b5df84b6b4e5d599c7289526eed96541a0654;877a021e08ccb6434718c0cc781fdf943c884cc0;drivers/hid/hid-cp2112.c;225-228
CVE-2017-8071;7a7b5df84b6b4e5d599c7289526eed96541a0654;877a021e08ccb6434718c0cc781fdf943c884cc0;drivers/hid/hid-cp2112.c;240-240
CVE-2017-8071;7a7b5df84b6b4e5d599c7289526eed96541a0654;877a021e08ccb6434718c0cc781fdf943c884cc0;drivers/hid/hid-cp2112.c;248-251
CVE-2017-8071;7a7b5df84b6b4e5d599c7289526eed96541a0654;877a021e08ccb6434718c0cc781fdf943c884cc0;drivers/hid/hid-cp2112.c;265-265
CVE-2017-8071;7a7b5df84b6b4e5d599c7289526eed96541a0654;877a021e08ccb6434718c0cc781fdf943c884cc0;drivers/hid/hid-cp2112.c;287-290
CVE-2017-8071;7a7b5df84b6b4e5d599c7289526eed96541a0654;877a021e08ccb6434718c0cc781fdf943c884cc0;drivers/hid/hid-cp2112.c;311-311
CVE-2017-8071;7a7b5df84b6b4e5d599c7289526eed96541a0654;877a021e08ccb6434718c0cc781fdf943c884cc0;drivers/hid/hid-cp2112.c;322-322
CVE-2017-8072;8e9faa15469ed7c7467423db4c62aeed3ff4cae3;7a7b5df84b6b4e5d599c7289526eed96541a0654;drivers/hid/hid-cp2112.c;216-216
CVE-2017-8797;f961e3f2acae94b727380c0b74e2d3954d0edf79;b550a32e60a4941994b437a8d662432a486235a5;fs/nfsd/nfs4xdr.c;4122-4123
CVE-2017-8797;f961e3f2acae94b727380c0b74e2d3954d0edf79;b550a32e60a4941994b437a8d662432a486235a5;fs/nfsd/nfs4xdr.c;4140-4140
CVE-2017-8797;f961e3f2acae94b727380c0b74e2d3954d0edf79;b550a32e60a4941994b437a8d662432a486235a5;fs/nfsd/nfs4xdr.c;4192-4193
CVE-2017-8797;f961e3f2acae94b727380c0b74e2d3954d0edf79;b550a32e60a4941994b437a8d662432a486235a5;fs/nfsd/nfs4xdr.c;4216-4216
CVE-2017-8797;b550a32e60a4941994b437a8d662432a486235a5;efda760fe95ea15291853c8fa9235c32d319cd98;fs/nfsd/nfs4proc.c;1262-1262
CVE-2017-8824;69c64866ce07;d7efc6c11b277d9d80b99b1334a78bfe7d7edf10;net/dccp/proto.c;262-262
CVE-2017-8890;657831ffc38e30092a2d5f03d385d710eb88b09a;e735da5ec09526f197f3d8dd837d9a00e45e72aa;net/ipv4/inet_connection_sock.c;797-797
CVE-2017-8924;654b404f2a222f918af9b0cd18ad469d0c941a8e;367ec1706745912702c187722065285cd4d2aee7;drivers/usb/serial/io_ti.c;1764-1764
CVE-2017-8925;30572418b445d85fcfe6c8fe84c947d2606767d8;0b1d250afb8eb9d65afb568bac9b9f9253a82b49;drivers/usb/serial/omninet.c;145-150
CVE-2017-9074;2423496af35d94a87156b063ea5cedffc10a70a1;77d7123342dcf6442341b67816321d71da8b2b16;net/ipv6/ip6_offload.c;120-120
CVE-2017-9074;2423496af35d94a87156b063ea5cedffc10a70a1;77d7123342dcf6442341b67816321d71da8b2b16;net/ipv6/ip6_output.c;601-601
CVE-2017-9074;2423496af35d94a87156b063ea5cedffc10a70a1;77d7123342dcf6442341b67816321d71da8b2b16;net/ipv6/output_core.c;82-83
CVE-2017-9074;2423496af35d94a87156b063ea5cedffc10a70a1;77d7123342dcf6442341b67816321d71da8b2b16;net/ipv6/output_core.c;89-89
CVE-2017-9074;2423496af35d94a87156b063ea5cedffc10a70a1;77d7123342dcf6442341b67816321d71da8b2b16;net/ipv6/output_core.c;110-116
CVE-2017-9074;2423496af35d94a87156b063ea5cedffc10a70a1;77d7123342dcf6442341b67816321d71da8b2b16;net/ipv6/udp_offload.c;94-94
CVE-2017-9076;83eaddab4378db256d00d295bda6ca997cd13a52;0fe20fafd1791f993806d417048213ec57b81045;net/dccp/ipv6.c;429-429
CVE-2017-9076;83eaddab4378db256d00d295bda6ca997cd13a52;0fe20fafd1791f993806d417048213ec57b81045;net/dccp/ipv6.c;493-493
